feature,rfe_inclusion_prob,lasso_inclusion_prob
L27706_at,0.1111111111111111,0.0
L28010_at,0.1111111111111111,0.0
L28175_at,0.1111111111111111,0.0
L28821_at,1.0,0.0
L28957_at,0.3333333333333333,0.0
L28997_at,0.1111111111111111,0.0
L29218_at,0.8888888888888888,0.0
L29277_at,0.7777777777777778,0.0
L29339_at,0.5555555555555556,0.0
L29433_at,0.1111111111111111,0.0
L31584_at,0.3333333333333333,0.0
L31801_at,0.2222222222222222,0.0
L31860_at,0.6666666666666666,0.0
L31881_at,0.5555555555555556,0.0
L32179_at,0.1111111111111111,0.0
L32866_at,0.1111111111111111,0.0
L33243_at,0.1111111111111111,0.0
L33799_at,0.1111111111111111,0.0
L33881_at,0.6666666666666666,0.0
L34060_at,0.1111111111111111,0.0
L34587_at,0.1111111111111111,0.0
L34657_at,0.4444444444444444,0.0
L34673_at,0.1111111111111111,0.0
L34820_at,0.1111111111111111,0.0
L35251_rna1_at,0.3333333333333333,0.0
L35269_at,0.1111111111111111,0.0
L35854_at,0.5555555555555556,0.0
L36033_at,0.2222222222222222,0.0
L36151_at,0.1111111111111111,0.0
L36463_at,0.1111111111111111,0.0
L36529_at,0.2222222222222222,0.0
L36818_at,0.1111111111111111,0.0
L36847_at,0.1111111111111111,0.0
L36983_at,0.4444444444444444,0.0
L37033_at,0.2222222222222222,0.0
L37199_at,0.2222222222222222,0.0
L37362_at,0.4444444444444444,0.0
L37378_at,0.4444444444444444,0.0
L38487_at,0.3333333333333333,0.0
L38500_at,0.6666666666666666,0.0
L38608_at,0.6666666666666666,0.0
L38616_at,0.2222222222222222,0.0
L38696_at,1.0,0.0
L38820_at,0.2222222222222222,0.0
L38929_at,0.3333333333333333,0.0
L38933_rna1_at,0.8888888888888888,0.0
L38941_at,0.1111111111111111,0.0
L38951_at,0.6666666666666666,0.0
L38961_at,0.1111111111111111,0.0
L39064_rna1_at,0.3333333333333333,0.0
L39833_at,0.1111111111111111,0.0
L40377_at,0.2222222222222222,0.0
L40387_at,0.1111111111111111,0.0
L40392_at,0.2222222222222222,0.0
L40394_at,0.2222222222222222,0.0
L40399_at,0.1111111111111111,0.0
L40400_at,0.1111111111111111,0.0
L40401_at,0.1111111111111111,0.0
L40586_at,0.1111111111111111,0.0
L40933_at,0.5555555555555556,0.0
L40992_at,0.1111111111111111,0.0
L41067_at,0.6666666666666666,0.0
L41559_at,0.8888888888888888,0.0
L41607_at,0.1111111111111111,0.0
L41668_rna1_at,0.2222222222222222,0.0
L41690_at,0.1111111111111111,0.0
L41816_at,0.3333333333333333,0.0
L41870_at,0.3333333333333333,0.0
L41919_rna1_at,0.6666666666666666,0.0
L41939_at,0.2222222222222222,0.0
L42243_cds1_at,0.4444444444444444,0.0
L42354_at,0.2222222222222222,0.0
L42373_at,0.2222222222222222,0.0
L42379_at,0.5555555555555556,0.0
L42451_at,0.5555555555555556,0.0
L42563_at,0.1111111111111111,0.0
L42621_at,0.1111111111111111,0.0
L43964_at,0.2222222222222222,0.0
L47738_at,0.7777777777777778,0.0
L48211_at,0.1111111111111111,0.0
L48513_at,0.1111111111111111,0.0
L48692_at,0.2222222222222222,0.0
L49169_at,0.1111111111111111,0.0
L76191_at,0.8888888888888888,0.0
L76200_at,0.1111111111111111,0.0
L76380_at,0.1111111111111111,0.0
L76702_at,0.1111111111111111,0.0
L76703_at,0.3333333333333333,0.0
L76937_rna1_at,0.2222222222222222,0.0
L77213_at,0.1111111111111111,0.0
L77566_at,0.1111111111111111,0.0
L78267_at,0.1111111111111111,0.0
L78833_cds2_at,0.6666666666666666,0.0
M10014_cds1_at,0.3333333333333333,0.0
M10058_at,0.2222222222222222,0.0
M10612_at,0.7777777777777778,0.0
M10901_at,0.7777777777777778,0.0
M11119_at,0.2222222222222222,0.0
M11147_at,0.8888888888888888,0.0
M11186_at,0.2222222222222222,0.0
M11321_at,0.1111111111111111,0.0
M11353_at,0.1111111111111111,0.0
