feature,rfe_inclusion_prob,lasso_inclusion_prob,fdr_inclusion_prob
U09477_at,0.05,0.0,0.0
U09550_at,0.025,0.0,0.0
U09578_at,1.0,0.0,0.05
U09579_at,0.1,0.0,0.0
U09584_at,0.15,0.0,0.0
U09607_at,0.125,0.0,0.0
U09825_at,0.075,0.0,0.0
U09850_at,0.025,0.0,0.0
U10323_at,0.2,0.0,0.0
U10324_at,0.55,0.0,0.0
U10362_at,0.35,0.0,0.0
U10439_at,0.075,0.0,0.0
U10485_at,0.325,0.0,0.0
U10686_at,0.85,0.0,0.0
U10868_at,1.0,0.0,0.0
U10991_at,0.05,0.0,0.0
U11036_at,0.3,0.0,0.0
U11037_at,0.15,0.0,0.0
U11090_at,0.1,0.0,0.0
U11292_at,0.025,0.0,0.0
U11690_at,0.4,0.0,0.0
U11701_at,0.025,0.0,0.0
U11732_at,0.05,0.0,0.0
U11791_at,0.65,0.0,0.0
U11861_at,0.75,0.0,0.0
U11870_rna1_at,0.025,0.0,0.0
U11872_at,0.275,0.0,0.0
U11877_at,0.15,0.0,0.0
U12139_at,0.05,0.0,0.0
U12255_at,0.2,0.0,0.0
U12465_at,0.125,0.0,0.0
U12471_cds1_at,1.0,0.0,0.025
U12595_at,0.05,0.0,0.0
U12622_at,0.375,0.0,0.0
U12779_at,0.025,0.0,0.0
U12897_at,0.05,0.0,0.0
U13061_rna1_at,0.05,0.0,0.0
U13369_at,0.025,0.0,0.0
U13395_at,0.025,0.0,0.0
U13666_at,0.05,0.0,0.0
U13695_at,0.225,0.0,0.0
U13737_at,0.075,0.0,0.0
U14417_at,0.075,0.0,0.0
U14528_at,0.025,0.0,0.0
U14550_at,0.05,0.0,0.0
U14588_at,0.9,0.0,0.0
U14747_at,0.225,0.0,0.0
U14910_at,0.175,0.0,0.0
U14968_at,0.925,0.0,0.0
U14969_at,0.025,0.0,0.0
U14970_at,0.05,0.0,0.0
U14972_at,0.4,0.0,0.0
U15008_at,0.025,0.0,0.0
U15172_at,0.025,0.0,0.0
U15197_at,0.025,0.0,0.0
U15460_at,0.025,0.0,0.0
U15555_at,0.9,0.0,0.0
U15655_at,0.225,0.0,0.0
U15782_at,0.125,0.0,0.0
U15932_at,0.05,0.0,0.0
U16031_at,0.025,0.0,0.0
U16127_at,0.275,0.0,0.0
U16282_at,0.4,0.0,0.0
U16306_at,0.025,0.0,0.0
U16660_at,0.475,0.0,0.0
U16954_at,0.7,0.0,0.0
U17077_at,0.125,0.0,0.0
U17280_at,0.6,0.0,0.0
U17579_rna1_at,0.025,0.0,0.0
U17714_at,0.4,0.0,0.0
U17886_at,0.3,0.0,0.0
U17977_at,0.025,0.0,0.0
U18009_at,0.05,0.0,0.0
U18018_at,0.125,0.0,0.0
U18062_at,0.2,0.0,0.0
U18235_at,0.15,0.0,0.0
U18242_at,0.025,0.0,0.0
U18271_cds1_at,0.05,0.0,0.0
U18288_at,0.075,0.0,0.0
U18291_at,0.025,0.0,0.0
U18300_at,0.125,0.0,0.0
U18321_at,0.05,0.0,0.0
U18543_at,0.05,0.0,0.0
U18548_at,0.1,0.0,0.0
U18671_rna1_at,0.375,0.0,0.0
U18914_at,0.075,0.0,0.0
U18937_at,0.125,0.0,0.0
U19261_at,0.025,0.0,0.0
U19487_at,0.05,0.0,0.0
U19796_at,0.075,0.0,0.0
U19878_at,0.55,0.0,0.0
U19948_at,0.025,0.0,0.0
U19977_at,0.575,0.0,0.0
U20230_at,0.15,0.0,0.0
U20285_at,0.025,0.0,0.0
U20530_at,0.025,0.0,0.0
U20582_at,0.025,0.0,0.0
U20647_at,0.025,0.0,0.0
U20648_at,0.025,0.0,0.0
U20657_at,0.175,0.0,0.0
U20980_at,0.025,0.0,0.0
U21051_rna1_at,0.05,0.0,0.0
U21090_at,0.175,0.0,0.0
U21858_at,0.1,0.0,0.0
U21936_at,0.05,0.0,0.0
U22055_at,0.75,0.0,0.0
U22398_at,0.025,0.0,0.0
U22526_at,0.05,0.0,0.0
U22963_at,0.15,0.0,0.0
U23028_at,0.25,0.0,0.0
U23070_at,0.025,0.0,0.0
U23143_at,0.025,0.0,0.0
U23946_at,0.775,0.0,0.0
U24152_at,0.05,0.0,0.0
U24166_at,0.05,0.0,0.0
U24169_at,0.45,0.0,0.0
U24266_at,0.225,0.0,0.0
U24576_at,0.125,0.0,0.0
U24577_at,0.05,0.0,0.0
U24704_at,0.05,0.0,0.0
U25029_at,0.2,0.0,0.0
U25041_at,0.25,0.0,0.0
U25128_at,1.0,0.0,0.0
U25138_at,0.1,0.0,0.0
U25182_at,0.425,0.0,0.0
U25265_at,0.05,0.0,0.0
U25435_at,0.825,0.0,0.0
U25789_at,0.05,0.0,0.0
U25826_at,0.05,0.0,0.0
U25956_at,0.2,0.0,0.0
U26032_at,0.5,0.0,0.0
U26710_at,0.525,0.0,0.0
U26727_at,0.925,0.0,0.0
U26914_at,0.05,0.0,0.0
U27109_at,0.175,0.0,0.0
U27655_at,0.025,0.0,0.0
U28131_at,0.3,0.0,0.0
U28281_at,0.05,0.0,0.0
U28369_at,0.425,0.0,0.0
U28413_at,0.025,0.0,0.0
U28686_at,0.075,0.0,0.0
U28833_at,0.025,0.0,0.0
U28963_at,0.075,0.0,0.0
U29091_at,0.15,0.0,0.0
U29171_at,0.7,0.0,0.0
U29195_at,0.05,0.0,0.0
U29343_at,0.425,0.0,0.0
U29607_at,0.275,0.0,0.0
U29615_at,0.05,0.0,0.0
U29656_at,0.975,0.0,0.025
U29680_at,0.05,0.0,0.0
U29725_at,0.075,0.0,0.0
U29953_rna1_at,0.025,0.0,0.0
U30255_at,0.95,0.0,0.1
U30313_at,0.05,0.0,0.0
U30610_at,0.175,0.0,0.0
U30828_at,0.15,0.0,0.0
U30888_at,0.075,0.0,0.0
U30894_at,0.025,0.0,0.0
U30930_at,0.05,0.0,0.0
U30998_at,0.125,0.0,0.0
U30999_at,0.925,0.0,0.15
U31120_rna1_at,0.075,0.0,0.0
U31248_at,0.375,0.0,0.0
U31342_at,0.65,0.0,0.0
U31986_at,0.025,0.0,0.0
U32315_at,0.075,0.0,0.0
U32324_at,0.1,0.0,0.0
U32331_at,0.275,0.0,0.0
U32376_at,0.05,0.0,0.0
U32576_rna1_at,0.525,0.0,0.0
U32581_at,0.05,0.0,0.0
U33053_at,0.225,0.0,0.0
U33054_at,0.05,0.0,0.0
U33147_at,0.05,0.0,0.0
U33429_at,0.675,0.0,0.0
U33447_at,0.1,0.0,0.0
U33818_at,0.675,0.0,0.0
U33821_at,0.1,0.0,0.0
U33822_at,0.95,0.0,0.0
U33837_at,0.125,0.0,0.0
U33839_at,0.05,0.0,0.0
U33849_at,0.025,0.0,0.0
U33920_at,0.025,0.0,0.0
U33921_at,0.025,0.0,0.0
U34038_at,0.25,0.0,0.0
U34044_at,0.05,0.0,0.0
U34252_at,0.05,0.0,0.0
U34360_at,0.025,0.0,0.0
U34844_at,0.3,0.0,0.0
U34877_at,1.0,0.0,0.0
U34879_rna1_at,0.05,0.0,0.0
U35048_at,0.05,0.0,0.0
U35113_at,0.3,0.0,0.0
U35407_at,0.2,0.0,0.0
U35451_at,0.15,0.0,0.0
U35459_at,0.15,0.0,0.0
U36500_at,0.025,0.0,0.0
U36621_cds2_at,1.0,0.0,0.0
U36798_at,0.05,0.0,0.0
U37012_at,0.025,0.0,0.0
U37122_at,0.1,0.0,0.0
U37139_at,0.025,0.0,0.0
U37143_at,0.025,0.0,0.0
U37221_at,0.35,0.0,0.0
U37248_at,0.025,0.0,0.0
U37283_at,0.075,0.0,0.0
U37352_at,0.025,0.0,0.0
U37408_at,0.825,0.0,0.0
U37431_at,0.4,0.0,0.0
U37518_at,0.175,0.0,0.0
U37689_at,0.025,0.0,0.0
U37690_at,0.35,0.0,0.0
U38268_at,0.175,0.0,0.0
U38372_at,0.025,0.0,0.0
U38480_at,0.15,0.0,0.0
U38545_at,0.95,0.0,0.0
U38847_at,0.025,0.0,0.0
U38864_at,0.075,0.0,0.0
U38896_at,0.65,0.0,0.0
U39226_at,0.55,0.0,0.0
U39412_at,0.05,0.0,0.0
U39573_at,0.025,0.0,0.0
U39905_at,0.05,0.0,0.0
U40223_at,0.125,0.0,0.0
U40282_at,0.125,0.0,0.0
U40343_at,0.875,0.0,0.0
U40369_rna1_at,0.375,0.0,0.0
U40372_at,0.15,0.0,0.0
U40380_at,0.275,0.0,0.0
U40434_at,0.5,0.0,0.0
U40462_at,0.2,0.0,0.0
U40572_at,0.7,0.0,0.0
U40714_at,0.275,0.0,0.0
U40990_at,0.1,0.0,0.0
U40992_at,0.05,0.0,0.0
U40998_at,0.025,0.0,0.0
U41060_at,0.2,0.0,0.0
U41344_at,0.4,0.0,0.0
U41371_at,0.175,0.0,0.0
U41635_at,0.975,0.0,0.0
U41668_at,0.15,0.0,0.0
U41804_at,0.025,0.0,0.0
U41813_at,0.575,0.0,0.0
U41816_at,0.35,0.0,0.0
U42031_at,0.05,0.0,0.0
U42408_at,0.45,0.0,0.0
U43030_at,0.025,0.0,0.0
U43077_at,0.125,0.0,0.0
U43083_at,0.375,0.0,0.0
U43142_at,0.125,0.0,0.0
U43286_at,0.2,0.0,0.0
U43292_at,0.175,0.0,0.0
U43328_at,0.1,0.0,0.0
U43431_at,0.05,0.0,0.0
U43519_at,0.025,0.0,0.0
U43522_at,0.05,0.0,0.0
U43527_at,0.125,0.0,0.0
U43753_cds2_at,0.225,0.0,0.0
U43843_at,0.075,0.0,0.0
U43885_at,0.475,0.0,0.0
U43965_at,0.025,0.0,0.0
U44111_at,0.1,0.0,0.0
U44378_at,0.15,0.0,0.0
U44754_at,0.1,0.0,0.0
U44772_at,0.925,0.0,0.0
U44848_at,0.025,0.0,0.0
U45285_at,0.775,0.0,0.025
U45880_at,0.05,0.0,0.0
U45955_at,0.025,0.0,0.0
U45973_at,0.15,0.0,0.05
U45974_at,0.225,0.0,0.0
U45976_at,0.625,0.0,0.0
U45982_at,0.2,0.0,0.0
U46024_at,0.05,0.0,0.0
U46025_at,0.2,0.0,0.0
U46194_at,0.025,0.0,0.0
U46461_at,0.225,0.0,0.0
U46499_at,1.0,0.175,0.3
U46571_at,0.075,0.0,0.0
U46751_at,0.825,0.0,0.0
U47414_at,0.025,0.0,0.0
U47621_at,0.2,0.0,0.0
U47634_at,0.075,0.0,0.0
U47742_at,0.1,0.0,0.0
U47927_at,0.15,0.0,0.0
U47928_at,0.025,0.0,0.0
U47931_at,0.225,0.0,0.0
U48231_at,0.075,0.0,0.0
U48250_at,0.1,0.0,0.0
U48251_at,0.05,0.0,0.0
U48405_at,0.05,0.0,0.0
U48697_at,0.075,0.0,0.0
U49070_at,0.925,0.0,0.0
U49082_at,0.05,0.0,0.0
U49089_at,0.05,0.0,0.0
U49114_at,0.375,0.0,0.0
U49187_at,0.175,0.0,0.0
U49188_at,0.125,0.0,0.0
U49248_at,0.025,0.0,0.0
U49250_at,0.375,0.0,0.0
U49260_at,0.025,0.0,0.0
U49278_at,0.25,0.0,0.0
U49352_at,0.025,0.0,0.0
U49395_at,0.775,0.0,0.0
U49742_at,0.475,0.0,0.0
U49785_at,0.4,0.0,0.0
U49844_at,0.925,0.0,0.0
U49857_at,0.25,0.0,0.0
U49869_rna1_at,0.05,0.0,0.0
U49928_at,0.025,0.0,0.0
U49973_xpt1_at,0.05,0.0,0.0
U49973_xpt2_at,0.4,0.0,0.0
U50062_at,0.45,0.0,0.0
U50136_rna1_at,0.925,0.025,0.225
U50146_at,0.025,0.0,0.0
U50523_at,0.9,0.0,0.0
U50531_at,0.125,0.0,0.0
U50535_at,0.025,0.0,0.0
U50743_at,0.3,0.0,0.0
U50839_at,0.125,0.0,0.0
U50928_at,0.4,0.0,0.0
U50929_at,0.15,0.0,0.0
U50939_at,0.1,0.0,0.0
U51004_at,0.95,0.0,0.0
U51096_at,0.025,0.0,0.0
U51127_at,0.775,0.0,0.0
U51166_at,0.2,0.0,0.0
U51205_at,0.85,0.0,0.0
U51240_at,0.825,0.0,0.0
U51269_at,0.025,0.0,0.0
U51336_at,0.6,0.0,0.0
U51477_at,0.4,0.0,0.0
U51478_at,0.075,0.0,0.0
U51587_at,0.525,0.0,0.0
U51678_at,0.025,0.0,0.0
U51903_at,0.125,0.0,0.0
U51920_at,0.55,0.0,0.0
U51990_at,0.95,0.0,0.0
U52101_at,0.075,0.0,0.0
U52111_rna3_at,0.1,0.0,0.0
U52112_rna5_at,0.225,0.0,0.0
U52154_at,0.225,0.0,0.0
U52426_at,0.05,0.0,0.0
U52427_rna1_at,0.075,0.0,0.0
U52518_at,0.025,0.0,0.0
U52521_at,0.075,0.0,0.0
U52969_at,0.025,0.0,0.0
U53209_at,0.4,0.0,0.0
U53225_at,0.05,0.0,0.0
U53347_at,0.15,0.0,0.0
U53442_at,0.025,0.0,0.0
U53445_at,0.075,0.0,0.0
U53446_at,0.225,0.0,0.0
U53468_at,0.775,0.0,0.0
U53476_at,0.5,0.0,0.0
U53786_at,0.55,0.0,0.0
U53830_at,0.675,0.0,0.0
U54778_at,0.075,0.0,0.0
U55206_at,0.025,0.0,0.0
U55209_at,0.25,0.0,0.0
U55258_at,0.025,0.0,0.0
U55766_at,0.275,0.0,0.0
U55853_at,0.25,0.0,0.0
U56244_at,0.05,0.0,0.0
U56417_at,0.475,0.0,0.0
U56418_at,0.05,0.0,0.0
U56816_at,0.025,0.0,0.0
U56976_at,0.475,0.0,0.0
U56998_at,0.375,0.0,0.0
U57092_at,0.075,0.0,0.0
U57094_at,0.625,0.0,0.0
U57099_at,0.275,0.0,0.0
U57317_at,0.05,0.0,0.0
U57352_at,0.075,0.0,0.0
U57450_at,0.15,0.0,0.0
U57592_at,0.5,0.0,0.0
U57629_at,0.05,0.0,0.0
U57721_at,1.0,0.0,0.0
U57796_at,0.075,0.0,0.0
U58032_at,0.05,0.0,0.0
U58048_at,0.05,0.0,0.0
U58334_at,0.175,0.0,0.0
U58681_at,0.275,0.0,0.0
U58682_at,0.55,0.0,0.0
U58766_at,0.85,0.0,0.0
U59289_at,0.175,0.0,0.0
U59302_at,0.025,0.0,0.0
U59321_at,0.175,0.0,0.0
U59325_at,0.025,0.0,0.0
U59736_at,0.05,0.0,0.0
U59752_at,0.025,0.0,0.0
U59863_at,0.025,0.0,0.0
U59878_at,0.95,0.0,0.0
U59919_at,0.025,0.0,0.0
U60062_at,0.175,0.0,0.0
U60115_at,0.2,0.0,0.0
U60116_at,0.575,0.0,0.0
U60205_at,0.45,0.0,0.0
U60269_cds1_at,0.025,0.0,0.0
U60269_cds3_at,0.675,0.0,0.0
U60319_at,0.125,0.0,0.0
U60325_at,0.25,0.0,0.0
U60521_at,0.1,0.0,0.0
U60644_at,0.1,0.0,0.0
U60666_at,0.125,0.0,0.0
U60873_at,0.025,0.0,0.0
U60975_at,0.25,0.0,0.0
U61145_at,0.825,0.0,0.0
U61232_at,0.05,0.0,0.0
U61263_at,0.025,0.0,0.0
U61741_at,0.025,0.0,0.0
U61836_at,1.0,0.0,0.125
U62136_at,0.725,0.0,0.0
U62317_rna3_at,0.025,0.0,0.0
U62325_at,0.025,0.0,0.0
U62389_at,0.05,0.0,0.0
U62739_at,0.025,0.0,0.0
U62801_at,0.325,0.0,0.0
U62961_at,0.125,0.0,0.0
U62966_at,0.2,0.0,0.0
U63090_at,0.175,0.0,0.0
U63289_at,0.375,0.0,0.0
U63332_at,0.025,0.0,0.0
U63455_at,0.025,0.0,0.0
U63542_at,0.025,0.0,0.0
U63743_at,0.025,0.0,0.0
U63842_at,0.05,0.0,0.0
U64197_at,0.2,0.0,0.0
U64444_at,0.425,0.0,0.0
U64520_at,0.225,0.0,0.0
U64675_at,0.025,0.0,0.0
U64998_at,0.075,0.0,0.0
U65011_at,1.0,0.0,0.0
U65092_at,0.025,0.0,0.0
U65093_at,0.675,0.0,0.0
U65402_at,0.05,0.0,0.0
U65404_at,0.425,0.0,0.0
U65437_rna1_at,0.4,0.0,0.0
U65579_at,0.025,0.0,0.0
U65581_at,0.025,0.0,0.0
U65676_at,0.225,0.0,0.0
U65785_at,0.45,0.0,0.0
U65928_at,0.05,0.0,0.0
U65932_at,0.975,0.0,0.0
U66048_at,0.025,0.0,0.0
U66052_at,0.875,0.0,0.0
U66075_at,0.175,0.0,0.0
U66083_at,0.65,0.0,0.0
U66088_at,0.125,0.0,0.0
U66359_at,0.075,0.0,0.0
U66406_at,0.025,0.0,0.0
U66464_at,0.1,0.0,0.0
U66468_at,0.9,0.0,0.0
U66469_at,0.05,0.0,0.0
U66578_at,0.025,0.0,0.0
U66617_at,0.075,0.0,0.0
U66618_at,0.1,0.0,0.0
U66838_at,0.1,0.0,0.0
U67156_at,0.1,0.0,0.0
U67171_at,0.15,0.0,0.0
U67319_at,0.525,0.0,0.0
U67369_at,0.2,0.0,0.0
U67934_at,0.05,0.0,0.0
U67963_at,1.0,0.0,0.0
U68018_at,0.175,0.0,0.0
U68019_at,0.025,0.0,0.0
U68063_at,0.925,0.0,0.025
U68233_at,0.575,0.0,0.0
U68485_at,0.125,0.0,0.0
U68536_at,0.025,0.0,0.0
U68723_at,0.075,0.0,0.0
U68727_at,0.025,0.0,0.0
U69127_at,0.05,0.0,0.0
U69141_at,0.275,0.0,0.0
U69263_at,0.15,0.0,0.0
U69546_at,0.1,0.0,0.0
U69645_at,0.025,0.0,0.0
U70063_at,0.975,0.0,0.05
U70322_at,0.025,0.0,0.0
U70426_at,0.575,0.0,0.0
U70451_at,0.225,0.0,0.0
U70660_at,0.9,0.0,0.0
U70663_at,0.05,0.0,0.0
U70671_at,0.075,0.0,0.0
U70735_at,0.025,0.0,0.0
U70867_at,0.85,0.0,0.025
U70987_at,0.15,0.0,0.0
U71087_at,0.125,0.0,0.0
U71088_at,0.025,0.0,0.0
U71092_at,0.5,0.0,0.0
U71300_at,0.15,0.0,0.0
U71364_at,0.025,0.0,0.0
U72342_at,0.425,0.0,0.0
U72514_at,0.125,0.0,0.0
U72515_at,0.6,0.0,0.0
U72621_at,0.525,0.0,0.0
U72671_at,0.05,0.0,0.0
U72761_at,0.075,0.0,0.0
U73167_cds3_at,0.025,0.0,0.0
U73167_cds4_at,0.85,0.0,0.0
U73167_cds5_at,0.275,0.0,0.0
U73328_at,0.025,0.0,0.0
U73338_at,0.025,0.0,0.0
U73377_at,0.75,0.0,0.0
U73514_at,0.2,0.0,0.0
U73524_at,0.025,0.0,0.0
U73704_at,0.15,0.0,0.0
U73737_at,0.3,0.0,0.0
U73843_at,0.3,0.0,0.0
U73960_at,0.7,0.025,0.05
U74667_at,0.4,0.0,0.0
U75370_at,0.075,0.0,0.0
U75968_at,0.425,0.0,0.0
U76189_at,0.05,0.0,0.0
U76272_at,1.0,0.0,0.0
U76369_at,0.025,0.0,0.0
U76638_at,0.65,0.0,0.0
U76992_at,0.025,0.0,0.0
U77396_at,0.225,0.0,0.0
U77413_at,0.05,0.0,0.0
U77604_at,1.0,0.0,0.0
U77664_at,0.35,0.0,0.0
U77735_at,0.2,0.0,0.0
U77827_at,0.2,0.0,0.0
U77948_at,0.35,0.0,0.025
U77968_at,0.15,0.0,0.0
U77970_at,0.05,0.0,0.0
U77975_at,0.2,0.0,0.0
U78095_at,0.15,0.0,0.0
U78107_at,0.05,0.0,0.0
U78190_rna1_at,0.075,0.0,0.0
U78521_at,0.325,0.0,0.0
U78524_at,0.025,0.0,0.0
U78551_at,0.45,0.0,0.0
U78556_at,0.025,0.0,0.0
U78628_at,0.175,0.0,0.0
U78678_at,0.4,0.0,0.0
U78876_at,0.3,0.0,0.0
U79241_at,0.25,0.0,0.0
U79248_at,0.025,0.0,0.0
U79251_at,0.05,0.0,0.0
U79252_at,0.075,0.0,0.0
U79253_at,0.55,0.0,0.0
U79255_at,0.05,0.0,0.0
U79259_at,0.05,0.0,0.0
U79262_at,0.125,0.0,0.0
U79265_at,0.225,0.0,0.0
U79266_at,0.1,0.0,0.0
U79270_at,0.2,0.0,0.0
U79274_at,0.1,0.0,0.0
U79275_at,0.2,0.0,0.0
U79277_at,0.75,0.0,0.0
U79280_at,0.175,0.0,0.0
U79285_at,0.825,0.0,0.025
U79286_at,0.525,0.0,0.0
U79287_at,0.125,0.0,0.0
U79288_at,0.025,0.0,0.0
U79291_at,0.075,0.0,0.0
U79295_at,0.125,0.0,0.0
U79296_at,0.1,0.0,0.0
U79297_at,0.025,0.0,0.0
U79298_at,0.05,0.0,0.0
U79299_at,0.025,0.0,0.0
U79718_at,0.7,0.0,0.0
U79734_at,0.05,0.0,0.0
U80017_rna1_at,0.075,0.0,0.0
U80017_rna2_at,0.075,0.0,0.0
U80040_at,0.025,0.0,0.0
U80457_at,0.05,0.0,0.0
U80669_at,0.075,0.0,0.0
U81001_at,0.325,0.0,0.0
U81006_at,0.05,0.0,0.0
U81375_at,0.2,0.0,0.0
U81554_at,0.7,0.0,0.0
U81600_at,0.075,0.0,0.0
U81787_at,0.075,0.0,0.0
U81802_at,0.025,0.0,0.0
U81984_at,0.075,0.0,0.0
U82169_at,0.15,0.0,0.0
U82256_at,0.2,0.0,0.0
U82303_at,0.2,0.0,0.0
U82306_at,0.275,0.0,0.0
U82311_at,0.175,0.0,0.0
U82313_at,0.75,0.0,0.0
U82321_at,0.6,0.0,0.0
U82532_at,0.55,0.0,0.0
U82535_at,0.05,0.0,0.0
U82613_at,0.175,0.0,0.0
U82759_at,1.0,0.0,0.075
U82818_at,0.4,0.0,0.0
U83246_at,0.3,0.0,0.0
U83303_cds2_at,0.45,0.0,0.0
U83410_at,0.9,0.0,0.025
U83411_at,0.675,0.0,0.0
U83461_at,0.075,0.0,0.0
U83463_at,0.3,0.0,0.0
U83843_at,0.15,0.0,0.0
U83908_at,0.125,0.0,0.0
U84487_at,0.125,0.0,0.0
U84569_at,0.175,0.0,0.0
U85245_at,0.025,0.0,0.0
U85267_at,0.025,0.0,0.0
U85430_at,0.125,0.0,0.0
U85611_at,0.025,0.0,0.0
U85658_at,0.1,0.0,0.0
U85767_at,0.025,0.0,0.0
U85943_at,0.025,0.0,0.0
U85946_at,0.025,0.0,0.0
U85992_at,0.075,0.0,0.0
U86070_at,0.025,0.0,0.0
U86409_at,0.375,0.0,0.0
U86529_at,0.6,0.0,0.0
U86602_at,0.125,0.0,0.0
U86782_at,0.05,0.0,0.0
U87309_at,0.05,0.0,0.0
U87964_at,0.125,0.0,0.0
U88047_at,0.925,0.0,0.025
U88629_at,0.275,0.0,0.0
U88666_at,0.925,0.0,0.0
U88667_at,0.45,0.0,0.0
U88726_at,0.6,0.0,0.0
U88871_at,0.025,0.0,0.0
U88964_at,1.0,0.0,0.0
U89336_cds1_at,0.025,0.0,0.0
U89336_cds6_at,0.05,0.0,0.0
U89336_cds7_at,0.325,0.0,0.0
U89336_cds8_at,0.45,0.0,0.0
U89355_at,0.1,0.0,0.0
U89505_at,0.175,0.0,0.0
U89896_at,0.1,0.0,0.0
U89942_at,0.6,0.0,0.0
U89995_at,0.05,0.0,0.0
U90304_at,0.025,0.0,0.0
U90306_at,0.075,0.0,0.0
U90313_at,0.975,0.0,0.0
U90547_at,0.175,0.0,0.0
U90549_at,0.625,0.0,0.0
U90551_at,0.45,0.0,0.0
U90651_at,0.075,0.0,0.0
U90716_at,0.05,0.0,0.0
U90902_at,0.4,0.0,0.0
U90904_at,0.525,0.0,0.0
U90908_at,0.3,0.0,0.0
U90912_at,0.825,0.0,0.0
U90916_at,0.025,0.0,0.0
U90919_at,0.25,0.0,0.0
U91316_at,0.05,0.0,0.0
U91930_at,0.7,0.0,0.0
U91931_at,0.025,0.0,0.0
U91985_at,0.625,0.0,0.0
U92015_at,0.175,0.0,0.0
U92436_at,0.1,0.0,0.0
U93049_at,0.05,0.0,0.0
U93205_at,0.025,0.0,0.0
U93553_at,0.025,0.0,0.0
U93867_at,0.2,0.0,0.0
U94319_at,0.05,0.0,0.0
U94333_at,0.6,0.0,0.0
U94585_at,0.025,0.0,0.0
U94592_at,0.025,0.0,0.0
U94831_at,0.075,0.0,0.0
U94855_at,0.8,0.0,0.0
U95740_rna2_at,0.05,0.0,0.0
U96094_at,0.175,0.0,0.0
U96114_at,0.15,0.0,0.0
U96629_rna2_at,0.625,0.0,0.0
U96781_cds1_at,0.075,0.0,0.0
U96915_at,0.05,0.0,0.0
U97018_at,0.025,0.0,0.0
U97105_at,0.3,0.0,0.0
U97188_at,0.175,0.0,0.0
U97502_rna1_at,1.0,0.0,0.0
V00563_at,0.05,0.0,0.0
V00571_rna1_at,0.05,0.0,0.0
V00572_at,0.175,0.0,0.0
V01510_rna1_at,0.025,0.0,0.0
V01512_rna1_at,0.125,0.0,0.0
X00237_at,0.025,0.0,0.0
X00274_at,0.075,0.0,0.0
X01059_at,0.55,0.0,0.0
X01060_at,0.65,0.0,0.0
X01630_at,0.15,0.0,0.0
X01715_at,0.175,0.0,0.0
X02317_at,0.55,0.0,0.0
X02530_at,0.05,0.0,0.0
X02544_at,0.05,0.0,0.0
X02596_at,0.175,0.0,0.0
X02612_at,0.05,0.0,0.0
X02750_at,0.075,0.0,0.0
X02751_at,0.35,0.0,0.0
X02910_at,0.55,0.0,0.0
X03635_at,0.15,0.0,0.0
X03656_rna1_at,0.05,0.0,0.0
X03663_at,0.825,0.0,0.0
X03934_at,1.0,0.0,0.0
X04085_rna1_at,0.975,0.0,0.05
X04106_at,0.25,0.0,0.0
X04143_at,0.925,0.0,0.0
X04145_at,0.15,0.0,0.0
X04325_at,0.425,0.0,0.0
X04366_at,0.025,0.0,0.0
X04412_at,0.025,0.0,0.0
X04434_at,0.1,0.0,0.0
X04688_at,0.275,0.0,0.0
X04828_at,0.075,0.0,0.0
X04898_rna1_at,0.85,0.0,0.0
X05196_at,0.1,0.0,0.0
X05276_at,0.675,0.0,0.0
X05323_at,0.45,0.0,0.0
X05409_at,0.825,0.0,0.0
X05908_at,0.25,0.0,0.0
X05997_at,0.025,0.0,0.0
X06272_at,0.15,0.0,0.0
X06290_at,0.1,0.0,0.0
X06482_at,0.15,0.0,0.0
X06614_at,0.125,0.0,0.0
X06617_at,0.925,0.0,0.0
X06948_at,0.825,0.0,0.0
X06985_at,0.55,0.0,0.0
X07109_at,0.025,0.0,0.0
X07173_at,0.125,0.0,0.0
X07384_at,0.05,0.0,0.0
X07732_at,0.5,0.0,0.0
X07743_at,0.05,0.0,0.0
X07820_at,0.125,0.0,0.0
X07834_at,0.05,0.0,0.0
X07948_at,0.025,0.0,0.0
X07979_at,0.125,0.0,0.0
X07994_at,0.05,0.0,0.0
X12433_at,0.15,0.0,0.0
X12447_at,0.85,0.0,0.0
X12453_at,0.25,0.0,0.0
X12662_rna1_at,0.025,0.0,0.0
X12791_at,0.075,0.0,0.0
X13227_at,0.175,0.0,0.0
X13293_at,0.075,0.0,0.0
X13334_at,0.1,0.0,0.0
X13482_at,0.3,0.0,0.0
X13839_at,1.0,0.0,0.025
X13956_at,0.9,0.0,0.0
X13967_at,0.35,0.0,0.0
X13973_at,0.925,0.0,0.025
X14046_at,0.975,0.0,0.0
X14346_at,0.15,0.0,0.0
X14445_at,0.05,0.0,0.0
X14787_at,0.125,0.0,0.0
X14789_at,0.075,0.0,0.0
X14813_at,0.325,0.0,0.0
X14850_at,0.8,0.0,0.0
X14975_at,0.1,0.0,0.0
X15183_at,0.9,0.0,0.0
X15187_at,0.1,0.0,0.0
X15341_at,0.025,0.0,0.0
X15357_at,0.4,0.0,0.0
X15393_rna1_at,0.275,0.0,0.0
X15414_at,0.375,0.0,0.05
X15573_at,0.075,0.0,0.0
X15882_at,0.15,0.0,0.0
X15940_at,0.825,0.0,0.0
X15949_at,0.05,0.0,0.0
X16064_at,0.225,0.0,0.0
X16135_at,0.025,0.0,0.0
X16282_at,0.05,0.0,0.0
