feature,rfe_inclusion_prob,lasso_inclusion_prob,fdr_inclusion_prob
L13197_at,0.025,0.0,0.0
L13203_at,0.075,0.0,0.0
L13210_at,0.15,0.0,0.0
L13278_at,0.575,0.0,0.0
L13286_at,0.125,0.0,0.0
L13329_at,0.5,0.0,0.0
L13391_at,0.05,0.0,0.0
L13436_at,0.275,0.0,0.0
L13738_at,0.175,0.0,0.0
L13761_rna1_at,0.825,0.0,0.0
L13800_at,0.1,0.0,0.0
L13848_at,0.025,0.0,0.0
L13977_at,0.975,0.0,0.0
L14565_at,0.3,0.0,0.0
L14754_at,0.125,0.0,0.0
L14787_at,0.525,0.0,0.0
L14812_at,0.05,0.0,0.0
L14813_at,0.05,0.0,0.0
L14856_at,0.125,0.0,0.0
L14922_at,0.025,0.0,0.0
L14927_at,0.1,0.0,0.0
L15344_at,0.025,0.0,0.0
L15388_at,0.125,0.0,0.0
L15409_at,0.025,0.0,0.0
L15533_rna1_at,0.025,0.0,0.0
L16464_at,0.025,0.0,0.0
L16782_at,0.075,0.0,0.0
L16842_at,0.075,0.0,0.0
L16862_at,0.075,0.0,0.0
L16895_at,0.025,0.0,0.0
L16896_at,0.025,0.0,0.0
L16991_at,0.85,0.0,0.0
L17128_at,0.075,0.0,0.0
L17131_rna1_at,0.275,0.0,0.0
L17327_at,0.225,0.0,0.0
L17330_at,0.125,0.0,0.0
L18960_at,0.025,0.0,0.0
L19161_at,0.225,0.0,0.0
L19267_at,0.825,0.0,0.0
L19314_at,0.175,0.0,0.0
L19437_at,0.975,0.0,0.0
L19527_at,0.025,0.0,0.0
L19593_at,0.1,0.0,0.0
L19605_at,0.075,0.0,0.0
L19711_at,0.075,0.0,0.0
L19871_at,0.1,0.0,0.0
L19872_at,0.225,0.0,0.075
L20010_at,0.45,0.0,0.0
L20298_at,0.825,0.0,0.0
L20321_at,0.1,0.0,0.0
L20348_at,0.075,0.0,0.0
L20591_at,0.675,0.0,0.0
L20773_at,0.05,0.0,0.0
L20852_at,0.275,0.0,0.0
L20941_at,0.575,0.0,0.0
L20971_at,0.075,0.0,0.0
L21893_at,0.1,0.0,0.0
L21936_at,0.2,0.0,0.0
L21954_at,1.0,0.0,0.0
L22005_at,0.175,0.0,0.0
L22009_at,0.95,0.0,0.0
L22075_at,0.025,0.0,0.0
L22342_at,0.45,0.0,0.0
L22343_at,0.05,0.0,0.0
L22548_at,0.8,0.0,0.0
L23116_at,0.5,0.0,0.0
L23852_at,0.025,0.0,0.0
L23959_at,0.05,0.0,0.0
L24783_at,0.025,0.0,0.0
L25080_at,0.675,0.0,0.0
L25081_at,0.05,0.0,0.0
L25444_at,0.025,0.0,0.0
L25798_at,0.2,0.0,0.0
L25876_at,0.15,0.0,0.0
L26336_at,0.125,0.0,0.0
L26494_at,0.05,0.0,0.0
L27080_at,0.025,0.0,0.0
L27476_at,0.675,0.0,0.0
L27706_at,0.025,0.0,0.0
L28010_at,0.075,0.0,0.0
L28821_at,0.975,0.0,0.0
L28957_at,0.4,0.0,0.0
L28997_at,0.15,0.0,0.0
L29218_at,0.675,0.0,0.0
L29277_at,0.75,0.0,0.0
L29339_at,0.55,0.0,0.0
L31584_at,0.35,0.0,0.0
L31801_at,0.1,0.0,0.0
L31860_at,0.775,0.0,0.0
L31881_at,0.775,0.0,0.0
L32137_at,0.175,0.0,0.0
L32866_at,0.025,0.0,0.0
L33243_at,0.125,0.0,0.0
L33881_at,0.5,0.0,0.0
L34059_at,0.025,0.0,0.0
L34060_at,0.025,0.0,0.0
L34219_at,0.1,0.0,0.0
L34357_at,0.025,0.0,0.0
L34587_at,0.025,0.0,0.0
L34657_at,0.575,0.0,0.0
L34820_at,0.225,0.0,0.0
L35240_at,0.1,0.0,0.0
L35251_rna1_at,0.325,0.0,0.0
L35269_at,0.325,0.0,0.0
L35854_at,0.725,0.0,0.0
L36033_at,0.2,0.0,0.0
L36151_at,0.275,0.0,0.0
L36463_at,0.025,0.0,0.0
L36529_at,0.2,0.0,0.0
L36645_at,0.175,0.0,0.0
L36818_at,0.15,0.0,0.0
L36847_at,0.275,0.0,0.0
L36983_at,0.325,0.0,0.0
L37033_at,0.2,0.0,0.0
L37362_at,0.475,0.0,0.0
L37378_at,0.8,0.0,0.0
L38486_at,0.125,0.0,0.0
L38487_at,0.3,0.0,0.0
L38500_at,0.675,0.0,0.0
L38517_at,0.125,0.0,0.0
L38608_at,0.575,0.0,0.0
L38616_at,0.075,0.0,0.0
L38696_at,0.975,0.0,0.0
L38810_at,0.1,0.0,0.0
L38820_at,0.35,0.0,0.0
L38929_at,0.25,0.0,0.0
L38933_rna1_at,0.725,0.0,0.0
L38935_at,0.025,0.0,0.0
L38941_at,0.2,0.0,0.0
L38951_at,0.725,0.0,0.0
L38961_at,0.05,0.0,0.0
L39009_at,0.025,0.0,0.0
L39064_rna1_at,0.4,0.0,0.0
L40027_at,0.05,0.0,0.0
L40157_at,0.15,0.0,0.0
L40366_at,0.025,0.0,0.0
L40377_at,0.2,0.0,0.0
L40387_at,0.05,0.0,0.0
L40388_at,0.1,0.0,0.0
L40392_at,0.275,0.0,0.0
L40394_at,0.175,0.0,0.0
L40399_at,0.025,0.0,0.0
L40400_at,0.275,0.0,0.0
L40401_at,0.075,0.0,0.0
L40586_at,0.025,0.0,0.0
L40636_at,0.05,0.0,0.0
L40933_at,0.525,0.0,0.0
L40992_at,0.15,0.0,0.0
L41066_at,0.025,0.0,0.0
L41067_at,0.75,0.0,0.0
L41162_at,0.05,0.0,0.0
L41351_at,0.075,0.0,0.0
L41559_at,1.0,0.0,0.175
L41607_at,0.125,0.0,0.0
L41668_rna1_at,0.025,0.0,0.0
L41690_at,0.125,0.0,0.0
L41816_at,0.25,0.0,0.0
L41870_at,0.475,0.0,0.0
L41887_rna1_at,0.025,0.0,0.0
L41919_rna1_at,0.575,0.0,0.0
L41939_at,0.175,0.0,0.0
L42243_cds1_at,0.3,0.0,0.0
L42324_at,0.025,0.0,0.0
L42354_at,0.375,0.0,0.0
L42373_at,0.025,0.0,0.0
L42379_at,0.725,0.0,0.05
L42451_at,0.25,0.0,0.0
L42563_at,0.075,0.0,0.0
L42572_at,0.025,0.0,0.0
L42621_at,0.05,0.0,0.0
L43338_at,0.075,0.0,0.0
L43631_at,0.025,0.0,0.0
L43964_at,0.125,0.0,0.0
L47738_at,0.75,0.0,0.0
L48211_at,0.05,0.0,0.0
L48513_at,0.05,0.0,0.0
L48516_at,0.025,0.0,0.0
L48546_at,0.025,0.0,0.0
L48692_at,0.275,0.0,0.0
L48728_cds1_at,0.075,0.0,0.0
L49169_at,0.025,0.0,0.0
L76191_at,1.0,0.0,0.0
L76200_at,0.075,0.0,0.0
L76380_at,0.075,0.0,0.0
L76571_at,0.025,0.0,0.0
L76687_at,0.075,0.0,0.0
L76702_at,0.025,0.0,0.0
L76703_at,0.6,0.0,0.0
L76927_rna1_at,0.025,0.0,0.0
L76937_rna1_at,0.175,0.0,0.0
L77566_at,0.05,0.0,0.0
L77571_at,0.025,0.0,0.0
L77701_at,0.025,0.0,0.0
L78267_at,0.1,0.0,0.0
L78833_cds2_at,0.9,0.0,0.0
M10014_cds1_at,0.4,0.0,0.0
M10058_at,0.15,0.0,0.0
M10612_at,0.8,0.0,0.0
M10901_at,0.825,0.0,0.0
M11119_at,0.125,0.0,0.0
M11147_at,0.95,0.0,0.15
M11186_at,0.3,0.0,0.0
M11353_at,0.05,0.0,0.0
M11433_at,0.05,0.0,0.0
M11437_cds1_at,0.125,0.0,0.0
M11437_cds2_at,0.025,0.0,0.0
M11567_rna1_at,0.25,0.0,0.0
M11717_rna1_at,0.075,0.0,0.0
M11722_at,1.0,0.0,0.0
M11749_at,0.025,0.0,0.0
M11973_cds1_at,0.2,0.0,0.0
M12174_at,0.525,0.0,0.0
M12529_at,0.125,0.0,0.0
M12625_at,0.7,0.0,0.0
M12759_at,0.65,0.0,0.0
M12886_at,0.625,0.0,0.0
M13194_at,0.25,0.0,0.0
M13207_at,0.025,0.0,0.0
M13241_at,0.75,0.0,0.0
M13755_at,0.05,0.0,0.0
M13792_at,0.95,0.0,0.0
M13903_at,0.275,0.0,0.0
M13934_cds1_at,0.025,0.0,0.0
M13955_at,0.625,0.0,0.0
M14016_at,1.0,0.0,0.0
M14123_xpt4_at,0.325,0.0,0.0
M14200_rna1_at,0.05,0.0,0.0
M14219_at,0.175,0.0,0.0
M14338_at,0.25,0.0,0.0
M14636_at,0.925,0.0,0.075
M14648_at,0.025,0.0,0.0
M14660_at,0.1,0.0,0.0
M14676_at,0.825,0.0,0.0
M14764_at,0.05,0.0,0.0
M15059_at,0.9,0.0,0.05
M15182_at,0.85,0.0,0.0
M15661_at,0.025,0.0,0.0
M15856_at,0.175,0.0,0.0
M15881_at,0.025,0.0,0.0
M16038_at,1.0,0.0,0.575
M16279_at,0.325,0.0,0.0
M16404_at,0.025,0.0,0.0
M16405_at,0.05,0.0,0.0
M16424_at,0.775,0.0,0.0
M16441_cds1_at,0.15,0.0,0.0
M16447_at,0.175,0.0,0.0
M16505_at,0.525,0.0,0.0
M16801_at,0.15,0.0,0.0
M16973_at,0.15,0.0,0.0
M17219_at,0.175,0.0,0.0
M17733_at,0.8,0.0,0.0
M17754_at,0.5,0.0,0.0
M17885_at,0.05,0.0,0.0
M17886_at,0.15,0.0,0.0
M18000_at,0.15,0.0,0.0
M18728_at,0.25,0.0,0.0
M18737_rna1_at,0.125,0.0,0.0
M19283_at,0.1,0.0,0.0
M19507_at,1.0,0.05,0.275
M19645_at,0.425,0.0,0.0
M19684_at,0.975,0.0,0.0
M19722_at,0.25,0.0,0.0
M19961_at,0.05,0.0,0.0
M19989_cds2_at,0.6,0.0,0.0
M20471_at,0.025,0.0,0.0
M20530_at,0.025,0.0,0.0
M20902_at,0.825,0.0,0.0
M21005_at,0.45,0.0,0.0
M21056_at,0.05,0.0,0.0
M21121_at,0.525,0.0,0.0
M21154_at,0.1,0.0,0.0
M21186_at,0.325,0.0,0.0
M21389_at,0.175,0.0,0.0
M21494_at,0.125,0.0,0.0
M21551_rna1_at,1.0,0.0,0.0
M21624_at,0.6,0.0,0.0
M21812_at,0.125,0.0,0.0
M21904_at,0.7,0.0,0.0
M21984_at,0.35,0.0,0.0
M22005_at,0.025,0.0,0.0
M22324_at,0.8,0.0,0.0
M22382_at,0.05,0.0,0.0
M22489_at,0.5,0.0,0.0
M22490_at,0.025,0.0,0.0
M22538_at,0.25,0.0,0.0
M22638_at,0.475,0.0,0.0
M22877_at,0.025,0.0,0.0
M22898_at,0.1,0.0,0.0
M22919_rna2_at,0.075,0.0,0.0
M22960_at,1.0,0.05,0.725
M22995_at,0.025,0.0,0.0
M23114_at,0.025,0.0,0.0
M23161_at,0.075,0.0,0.0
M23197_at,1.0,0.95,1.0
M23254_at,0.075,0.0,0.0
M23379_at,0.2,0.0,0.0
M23533_at,0.35,0.0,0.0
M23668_at,0.025,0.0,0.0
M24194_at,0.575,0.0,0.0
M24400_at,0.525,0.0,0.0
M24470_at,0.325,0.0,0.0
M25077_at,0.1,0.0,0.0
M25280_at,0.025,0.0,0.0
M25322_at,0.025,0.0,0.0
M25393_at,0.125,0.0,0.0
M25753_at,0.025,0.0,0.0
M25756_at,0.05,0.0,0.0
M25809_at,0.55,0.0,0.0
M25897_at,0.225,0.0,0.0
M26062_at,0.175,0.0,0.0
M26602_at,0.125,0.0,0.0
M26679_at,0.4,0.0,0.0
M26682_at,0.125,0.0,0.0
M27160_at,0.025,0.0,0.0
M27161_at,0.05,0.0,0.0
M27281_at,0.2,0.0,0.0
M27543_at,0.025,0.0,0.0
M27819_at,0.25,0.0,0.0
M27891_at,1.0,0.15,0.925
M28209_at,0.1,0.0,0.0
M28210_at,0.075,0.0,0.0
M28211_at,0.4,0.0,0.0
M28214_at,0.95,0.0,0.0
M28215_at,0.05,0.0,0.0
M28713_at,0.875,0.0,0.0
M28825_at,0.025,0.0,0.0
M28826_at,0.125,0.0,0.0
M28827_at,0.175,0.0,0.0
M28879_at,0.075,0.0,0.0
M29064_at,0.225,0.0,0.0
M29204_at,0.075,0.0,0.0
M29273_at,0.1,0.0,0.0
M29474_at,0.025,0.0,0.0
M29536_at,0.075,0.0,0.0
M29540_at,0.075,0.0,0.0
M29551_at,0.35,0.0,0.0
M29696_at,0.95,0.0,0.0
M29927_at,0.65,0.0,0.0
M29960_at,0.05,0.0,0.0
M30185_at,0.125,0.0,0.0
M30269_at,0.1,0.0,0.0
M30496_at,0.025,0.0,0.0
M30773_at,0.025,0.0,0.0
M30818_at,0.05,0.0,0.0
M30894_at,0.175,0.0,0.0
M31013_at,0.075,0.0,0.0
M31158_at,0.825,0.0,0.0
M31166_at,0.225,0.0,0.0
M31210_at,0.425,0.0,0.0
M31303_rna1_at,1.0,0.0,0.1
M31328_at,0.225,0.0,0.0
M31520_at,0.175,0.0,0.0
M31525_at,0.1,0.0,0.0
M31627_at,0.325,0.0,0.0
M31642_at,0.025,0.0,0.0
M31951_at,0.25,0.0,0.0
M31994_at,0.85,0.0,0.0
M32053_at,0.5,0.0,0.0
M32313_at,0.125,0.0,0.0
M32334_at,0.275,0.0,0.0
M32402_at,0.05,0.0,0.0
M32405_at,0.1,0.0,0.0
M32598_at,0.075,0.0,0.0
M32886_at,0.6,0.0,0.0
M33195_at,0.475,0.0,0.0
M33308_at,0.025,0.0,0.0
M33521_at,0.1,0.0,0.0
M33552_at,0.05,0.0,0.0
M33680_at,0.95,0.0,0.0
M33882_at,0.675,0.0,0.0
M33987_at,0.075,0.0,0.0
M34057_at,0.025,0.0,0.0
M34065_at,0.025,0.0,0.0
M34079_at,0.05,0.0,0.0
M34309_at,0.075,0.0,0.0
M34344_at,0.925,0.0,0.0
M34423_at,0.975,0.0,0.0
M34668_at,0.9,0.0,0.0
M35128_at,0.125,0.0,0.0
M35252_at,0.2,0.0,0.0
M35296_at,0.025,0.0,0.0
M35416_at,0.875,0.0,0.0
M35531_at,0.025,0.0,0.0
M35878_at,0.075,0.0,0.0
M36067_at,0.2,0.0,0.0
M36341_at,0.075,0.0,0.0
M37033_at,0.025,0.0,0.0
M37190_at,0.175,0.0,0.0
M37400_at,0.525,0.0,0.0
M37435_at,0.425,0.0,0.0
M37763_at,0.05,0.0,0.0
M37766_at,0.125,0.0,0.0
M37984_rna1_at,0.3,0.0,0.0
M38591_at,0.025,0.0,0.0
M38690_at,0.375,0.0,0.0
M54951_at,0.025,0.0,0.0
M54992_at,0.175,0.0,0.0
M54995_at,0.7,0.0,0.0
M55040_at,0.075,0.0,0.0
M55131_at,0.025,0.0,0.0
M55150_at,1.0,0.25,0.7
M55172_at,0.025,0.0,0.0
M55210_at,0.025,0.0,0.0
M55531_at,0.75,0.0,0.0
M55542_at,0.125,0.0,0.0
M55593_at,0.4,0.0,0.0
M55621_at,0.2,0.0,0.0
M55671_at,0.225,0.0,0.0
M55905_at,0.025,0.0,0.0
M57399_at,0.225,0.0,0.0
M57506_rna1_at,0.025,0.0,0.0
M57567_at,0.025,0.0,0.0
M57609_at,0.075,0.0,0.0
M57710_at,0.2,0.0,0.0
M57730_at,0.025,0.0,0.0
M57763_at,0.025,0.0,0.0
M58028_at,0.375,0.0,0.0
M58285_at,0.15,0.0,0.0
M58297_at,1.0,0.0,0.0
M58378_cds1_at,0.025,0.0,0.0
M58597_at,0.725,0.0,0.0
M58603_at,0.175,0.0,0.0
M59371_at,0.8,0.0,0.0
M59465_at,0.275,0.0,0.0
M59499_at,0.025,0.0,0.0
M59807_at,0.625,0.0,0.0
M59820_at,0.9,0.0,0.0
M59829_at,0.125,0.0,0.0
M59830_at,0.275,0.0,0.0
M59941_at,0.075,0.0,0.0
M59979_at,0.3,0.0,0.0
M60047_at,0.375,0.0,0.0
M60094_rna1_at,0.55,0.0,0.0
M60278_at,0.1,0.0,0.0
M60298_at,0.175,0.0,0.0
M60299_at,0.175,0.0,0.0
M60315_at,0.5,0.0,0.0
M60527_at,0.325,0.0,0.0
M60556_rna2_at,0.675,0.0,0.0
M60749_at,0.025,0.0,0.0
M60752_at,0.3,0.0,0.0
M60854_at,0.075,0.0,0.0
M60922_at,0.25,0.0,0.0
M61176_at,0.075,0.0,0.0
M61199_at,0.125,0.0,0.0
M61733_at,0.075,0.0,0.0
M61764_at,0.275,0.0,0.0
M62302_at,0.025,0.0,0.0
M62324_at,0.125,0.0,0.0
M62397_at,0.05,0.0,0.0
M62400_at,0.025,0.0,0.0
M62402_at,0.025,0.0,0.0
M62486_at,0.025,0.0,0.0
M62505_at,0.025,0.0,0.0
M62762_at,1.0,0.05,0.55
M62783_at,0.45,0.0,0.0
M62810_at,0.1,0.0,0.0
M62831_at,0.175,0.0,0.0
M62840_at,0.05,0.0,0.0
M62982_at,0.45,0.0,0.0
M62994_at,0.2,0.0,0.0
M63138_at,1.0,0.0,0.6
M63167_at,0.675,0.0,0.0
M63262_at,0.05,0.0,0.0
M63379_at,0.25,0.025,0.025
M63391_rna1_at,0.025,0.0,0.0
M63483_at,0.075,0.0,0.0
M63488_at,0.025,0.0,0.0
M63573_at,0.625,0.0,0.0
M63582_at,0.9,0.0,0.0
M63589_at,0.75,0.0,0.0
M63603_at,0.025,0.0,0.0
M63835_at,0.9,0.0,0.0
M63928_at,0.525,0.0,0.0
M63959_at,0.9,0.0,0.075
M64082_at,0.025,0.0,0.0
M64098_at,0.15,0.0,0.0
M64099_at,0.45,0.0,0.0
M64108_at,0.4,0.0,0.0
M64174_at,0.575,0.0,0.0
M64571_at,0.1,0.0,0.0
M64572_at,0.075,0.0,0.0
M64716_at,0.05,0.0,0.0
M64930_at,0.1,0.0,0.0
M64934_at,0.475,0.0,0.0
M64936_at,0.05,0.0,0.0
M65066_at,0.025,0.0,0.0
M65085_at,0.025,0.0,0.0
M65131_rna1_at,0.375,0.0,0.0
M68520_at,0.025,0.0,0.0
M68864_at,0.1,0.0,0.0
M68874_at,0.475,0.0,0.0
M68891_at,0.875,0.0,0.0
M68895_rna1_at,0.025,0.0,0.0
M68941_at,0.675,0.0,0.0
M69023_at,0.15,0.0,0.0
M69043_at,0.075,0.0,0.0
M73481_at,0.55,0.0,0.0
M73489_at,0.675,0.0,0.0
M73547_at,0.075,0.0,0.0
M73720_at,0.9,0.0,0.0
M73780_at,0.15,0.0,0.0
M74089_at,0.025,0.0,0.0
M74091_at,0.025,0.0,0.0
M74093_at,0.025,0.0,0.0
M74290_at,0.05,0.0,0.0
M74447_at,0.525,0.0,0.0
M74491_at,0.025,0.0,0.0
M74719_at,0.45,0.0,0.0
M74826_at,0.025,0.0,0.0
M75099_at,0.675,0.0,0.0
M75126_at,0.725,0.0,0.0
M76180_at,0.05,0.0,0.0
M76378_at,0.975,0.0,0.0
M76424_at,0.575,0.0,0.0
M76482_at,0.15,0.0,0.0
M76559_at,0.05,0.0,0.0
M76665_at,0.05,0.0,0.0
M77232_rna1_at,0.35,0.0,0.0
M77349_at,0.5,0.0,0.0
M77810_at,1.0,0.0,0.0
M79462_at,0.425,0.0,0.0
M80244_at,0.525,0.0,0.0
M80254_at,1.0,0.025,0.2
M80335_at,0.05,0.0,0.0
M80359_at,0.25,0.0,0.0
M80563_at,0.85,0.0,0.0
M80647_at,0.95,0.0,0.0
M80899_at,0.775,0.0,0.0
M81057_at,0.2,0.0,0.0
M81118_at,0.05,0.0,0.0
M81637_at,0.85,0.0,0.0
M81750_at,0.95,0.0,0.0
M81757_at,0.175,0.0,0.0
M81758_at,0.05,0.0,0.0
M81780_cds5_at,0.05,0.0,0.0
M81829_at,0.05,0.0,0.0
M81830_at,0.075,0.0,0.0
M82809_at,1.0,0.0,0.0
M82882_at,0.125,0.0,0.0
M82962_at,0.025,0.0,0.0
M83088_at,0.05,0.0,0.0
M83186_at,0.025,0.0,0.0
M83233_at,0.5,0.0,0.0
M83308_at,0.175,0.0,0.0
M83363_at,0.025,0.0,0.0
M83554_at,0.05,0.0,0.0
M83738_at,0.025,0.0,0.0
M83751_at,0.075,0.0,0.0
M83772_at,0.125,0.0,0.0
M83822_at,0.05,0.0,0.0
M83941_at,0.05,0.0,0.0
M84332_at,0.525,0.0,0.0
M84349_at,0.075,0.0,0.0
M84526_at,1.0,0.15,0.8
M84711_at,0.075,0.0,0.0
M84739_at,0.6,0.0,0.0
M85085_at,0.45,0.0,0.0
M85164_at,0.05,0.0,0.0
M85165_at,0.025,0.0,0.0
M85169_at,1.0,0.0,0.0
M85276_at,0.05,0.0,0.0
M86400_at,0.8,0.0,0.0
M86406_at,0.725,0.0,0.0
M86407_at,0.025,0.0,0.0
M86667_at,0.025,0.0,0.0
M86826_at,0.025,0.0,0.0
M86849_at,0.15,0.0,0.0
M86868_at,0.025,0.0,0.0
M86917_at,0.025,0.0,0.0
M87284_at,0.1,0.0,0.0
M87338_at,0.075,0.0,0.0
M87499_at,0.05,0.0,0.0
M87503_at,0.075,0.0,0.0
M87860_at,0.025,0.0,0.0
M88108_at,0.6,0.0,0.0
M88279_at,0.225,0.0,0.0
M88282_at,0.025,0.0,0.0
M88338_at,0.125,0.0,0.0
M89957_at,0.975,0.0,0.05
M90516_at,0.075,0.0,0.0
M90656_at,0.025,0.0,0.0
M90696_at,0.6,0.0,0.0
M91036_rna1_at,0.375,0.0,0.0
M91432_at,0.025,0.0,0.0
M91438_at,0.975,0.0,0.0
M91585_at,0.7,0.0,0.0
M91670_at,0.075,0.0,0.0
M92287_at,1.0,0.0,0.125
M92432_at,0.025,0.0,0.0
M92439_at,0.225,0.0,0.0
M92449_at,0.05,0.0,0.0
M92934_at,0.3,0.0,0.0
M93036_at,0.125,0.0,0.0
M93056_at,1.0,0.075,0.25
M93107_at,0.025,0.0,0.0
M93119_at,0.025,0.0,0.0
M93283_at,0.125,0.0,0.0
M93284_at,0.05,0.0,0.0
M93425_at,0.1,0.0,0.0
M93650_at,0.025,0.0,0.0
M94065_at,0.025,0.0,0.0
M94167_at,0.075,0.0,0.0
M94362_at,0.3,0.0,0.0
M94547_at,0.825,0.0,0.0
M94633_at,0.45,0.0,0.0
M95178_at,0.95,0.0,0.0
M95610_at,0.025,0.0,0.0
M95623_cds1_at,0.325,0.0,0.0
M95678_at,1.0,0.0,0.05
M95787_at,0.125,0.0,0.0
M95809_at,0.15,0.0,0.0
M95925_at,0.55,0.0,0.0
M96326_rna1_at,1.0,0.0,0.15
M96684_at,0.175,0.0,0.0
M96739_at,0.15,0.0,0.0
M96803_at,0.95,0.0,0.0
M96944_at,0.95,0.0,0.0
M97388_at,0.6,0.0,0.0
M97496_at,0.025,0.0,0.0
M97925_rna1_at,0.025,0.0,0.0
M98045_at,1.0,0.0,0.05
M98343_at,0.225,0.0,0.0
M98528_at,0.025,0.0,0.0
M98539_at,1.0,0.0,0.0
M98833_at,0.025,0.0,0.0
M99063_at,0.15,0.0,0.0
S43646_at,0.125,0.0,0.0
S46622_at,0.925,0.0,0.1
S50223_at,0.9,0.0,0.1
S59049_at,0.175,0.0,0.0
S59184_at,0.25,0.0,0.0
S62539_at,0.075,0.0,0.0
S65583_rna1_at,0.075,0.0,0.0
S65738_at,0.275,0.0,0.0
S66793_at,0.05,0.0,0.0
S67156_at,0.275,0.0,0.0
S67325_at,0.775,0.0,0.0
S69115_at,0.1,0.0,0.0
S69790_at,0.15,0.0,0.0
S70348_at,0.075,0.0,0.0
S71824_at,0.05,0.0,0.0
S72008_at,0.775,0.0,0.0
S72869_at,0.875,0.0,0.0
S73149_at,0.05,0.0,0.0
S73591_at,0.025,0.0,0.0
S73813_at,0.05,0.0,0.0
S74017_at,0.1,0.0,0.0
S74221_at,0.925,0.0,0.0
S74445_at,0.025,0.0,0.0
S74728_at,0.025,0.0,0.0
S75168_rna1_at,0.125,0.0,0.0
S75295_at,0.025,0.0,0.0
S75989_at,0.05,0.0,0.0
S76067_at,0.525,0.0,0.0
S76617_at,0.975,0.0,0.0
S76965_at,0.225,0.0,0.0
S76992_at,0.05,0.0,0.0
S77356_at,0.075,0.0,0.0
S77415_at,0.25,0.0,0.0
S77576_at,0.025,0.0,0.0
S77583_at,0.175,0.0,0.0
S77763_at,0.05,0.0,0.0
S77812_at,0.475,0.0,0.0
S78187_at,0.825,0.0,0.0
S78432_xpt1_at,0.1,0.0,0.0
S78723_rna2_at,0.1,0.0,0.0
S79267_at,0.025,0.0,0.0
S79639_at,0.05,0.0,0.0
S79854_at,0.075,0.0,0.0
S80050_at,0.125,0.0,0.0
S80562_at,0.9,0.0,0.0
S81003_at,0.05,0.0,0.0
S81419_at,0.05,0.0,0.0
S81893_at,0.05,0.0,0.0
S81957_at,0.525,0.0,0.0
S82075_at,0.575,0.0,0.0
S82185_at,0.5,0.0,0.0
S82198_at,0.175,0.0,0.0
S82470_at,0.825,0.0,0.1
S83364_at,0.1,0.0,0.0
S83366_cds1_at,0.375,0.0,0.0
S83366_cds3_at,0.025,0.0,0.0
S85963_at,0.65,0.0,0.0
S90469_at,0.325,0.0,0.0
S94421_at,0.675,0.0,0.0
U00238_rna1_at,0.2,0.0,0.0
U00952_at,0.05,0.0,0.0
U00968_at,0.075,0.0,0.0
U01038_at,0.025,0.0,0.0
U01062_at,0.675,0.0,0.0
U01102_at,0.05,0.0,0.0
U01120_at,0.725,0.0,0.0
U01147_at,0.025,0.0,0.0
U01212_at,0.25,0.0,0.0
U01317_cds1_at,0.1,0.0,0.0
U01824_at,0.275,0.0,0.0
U01877_at,0.025,0.0,0.0
U01922_at,0.025,0.0,0.0
U01923_at,0.175,0.0,0.0
U02020_at,0.45,0.0,0.0
U02031_at,0.7,0.0,0.0
U02081_at,0.125,0.0,0.0
U02493_at,0.85,0.0,0.0
U02556_at,0.975,0.0,0.0
U02570_at,0.225,0.0,0.0
U02609_at,0.025,0.0,0.0
U02619_at,0.075,0.0,0.0
U02632_at,0.025,0.0,0.0
U03057_at,0.975,0.0,0.0
U03090_at,0.375,0.0,0.025
U03187_at,0.025,0.0,0.0
U03272_at,0.1,0.0,0.0
U03642_at,0.425,0.0,0.0
U03851_at,0.05,0.0,0.0
U03877_at,0.025,0.0,0.0
U03886_at,0.075,0.0,0.0
U03891_at,0.275,0.0,0.0
U03911_at,0.525,0.0,0.0
U04270_at,0.025,0.0,0.0
U04343_at,0.425,0.0,0.0
U04735_at,0.05,0.0,0.0
U04847_at,0.075,0.0,0.0
U04898_at,0.025,0.0,0.0
U05040_at,0.075,0.0,0.0
U05237_at,0.575,0.0,0.0
U05259_rna1_at,1.0,0.0,0.0
U05340_at,0.075,0.0,0.0
U05659_at,0.075,0.0,0.0
U05875_at,0.05,0.0,0.0
U06088_at,0.1,0.0,0.0
U06452_at,0.8,0.0,0.0
U06632_at,0.25,0.0,0.0
U06681_at,0.725,0.0,0.025
U06863_at,0.25,0.0,0.0
U07132_at,0.525,0.0,0.0
U07158_at,0.025,0.0,0.0
U07223_at,0.1,0.0,0.0
U07225_at,0.15,0.0,0.0
U07231_at,0.2,0.0,0.0
U07358_at,0.225,0.0,0.0
U07550_at,0.025,0.0,0.0
U07559_at,0.025,0.0,0.0
U07563_cds1_at,0.05,0.0,0.0
U07620_at,0.05,0.0,0.0
U07664_at,0.325,0.0,0.0
U07681_at,0.3,0.0,0.0
U07802_at,0.525,0.0,0.0
U07807_at,0.025,0.0,0.0
U07919_at,0.45,0.0,0.0
U08015_at,0.175,0.0,0.0
U08023_at,0.1,0.0,0.0
U08049_at,0.375,0.0,0.0
U08096_at,0.275,0.0,0.0
U08198_rna1_at,0.4,0.0,0.0
U08377_at,0.275,0.0,0.0
U08438_at,0.1,0.0,0.0
U09117_at,0.625,0.0,0.0
U09196_at,0.025,0.0,0.0
U09210_at,0.75,0.0,0.0
U09367_at,0.625,0.0,0.0
U09413_at,0.175,0.0,0.0
U09414_at,0.025,0.0,0.0
